1 30044 Dewey McClain dewey.mcclain@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/mcclain-dewey-845.jpg
23 30253 Regina Lewis-Ward regina.lewis-ward@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/lewis-ward-regina-5001.jpg
24 30263 Lynn Smith lynn.smith@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/smith-lynn-212.jpg
25 30144 Lisa Campbell lisa.campbell@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/campbell-lisa-5023.jpg
26 30066 Don Parsons don.parsons@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/parsons-don-184.jpg
27 30318 Inga Willis inga.willis@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/willis-inga-5027.jpg
28 30016 Sharon Henderson sharon.henderson@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/henderson-sharon-5003.jpg
29 31088 Bethany Ballard bethany.ballard@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/ballard-bethany-5051.jpg
30 31419 Carl Gilliard carl.gilliard@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/gilliard-carl-4881.jpg
31 30114 Mandi Ballinger mandi.ballinger@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/ballinger-mandi-808.jpg
32 30518 David Clark david.clark@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/clark-david-867.jpg
33 30075 Charles Martin chuck.martin@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/martin-chuck-164.jpg
34 30519 Soo Hong soo.hong@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/hong-soo-5042.jpg
35 30080 Doug Stoner doug.stoner@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/stoner-doug-45.jpg
36 30721 Kasey Carpenter kasey.carpenter@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/carpenter-kasey-4911.jpg
37 30093 Marvin Lim marvin.lim@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/lim-marvin-4999.jpg
38 30809 Jodi Lott jodi.lott@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/lott-jodi-4879.jpg
39 30236 Demetrius Douglas demetrius.douglas@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/douglas-demetrius-817.jpg
40 30157 Martin Momtahan martin.momtahan@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/momtahan-martin-4935.jpg
41 30115 Brad Thomas brad.thomas@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/thomas-brad-4991.jpg
42 30064 Devan Seabaugh devan.seabaugh@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/seabaugh-devan-5009.jpg
43 30228 Karen Mathiak karen.mathiak@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/mathiak-karen-4894.jpg
44 30039 Dar'shun Kendrick darshun.kendrick@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/kendrick-dar-shun-770.jpg
45 30458 Lehman Franklin lehman.franklin@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/franklin-lehman-5053.jpg
46 30252 Lauren Daniel lauren.daniel@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/daniel-lauren-5047.jpg
47 30907 Mark Newton mark.newton@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/newton-mark-4902.jpg
48 30606 Houston Gaines houston.gaines@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/gaines-houston-4955.jpg
49 30019 Reynaldo Martinez reynaldo.martinez@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/martinez-reynaldo--rey--5045.jpg
50 30076 Scott Hilton scott.hilton@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/hilton-scott-4899.jpg
51 30680 Marcus Wiedower marcus.wiedower@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/wiedower-marcus-4956.jpg
52 30132 Trey Kelley trey.kelley@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/kelley-trey-825.jpg
53 30097 Ruwa Romman ruwa.romman@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/romman-ruwa-5039.jpg
54 30067 Solomon Adesanya solomon.adesanya@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/adesanya-solomon-5025.jpg
55 30045 Gabe Okoye gabe.okoye@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/okoye-gabe-5041.jpg
56 30506 Lee Hawkins lee.hawkins@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/hawkins-lee-19.jpg
57 30813 Barry Fleming barry.fleming@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/fleming-barry-101.jpg
58 30032 Omari Crawford omari.crawford@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/crawford-omari-5036.jpg
59 30134 Kimberly New kimberly.new@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/new-kimberly-5030.jpg
60 30034 Omari Crawford omari.crawford@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/crawford-omari-5036.jpg
61 30102 Jordan Ridley jordan.ridley@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/ridley-jordan-5019.jpg
62 30152 Devan Seabaugh devan.seabaugh@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/seabaugh-devan-5009.jpg
63 30213 Lydia Glaize lydia.glaize@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/glaize-lydia-5031.jpg
64 30736 Mitchell Horner mitchell.horner@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/horner-mitchell-5018.jpg
65 30319 Karen Lupton karen.lupton@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/lupton-karen-5035.jpg
66 30126 Terry Cummings terry.cummings@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/cummings-terry-5024.jpg
67 30909 Brian Prince brian.prince@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/prince-brian-847.jpg
68 30605 Marcus Wiedower marcus.wiedower@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/wiedower-marcus-4956.jpg
69 30815 Gloria Frazier gloria.frazier@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/frazier-gloria-107.jpg
70 31313 Al Williams al.williams@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/williams-al-230.jpg
71 30238 Mike Glanton mike.glanton@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/glanton-mike-111.jpg
72 31061 Kenneth Vance kenneth.vance@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/vance-kenneth-5049.jpg
73 30701 Matt Barton matt.barton@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/barton-matt-4966.jpg
74 30165 Eddie Lumsden eddie.lumsden@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/lumsden-eddie-826.jpg
75 30078 Shelly Hutchinson shelly.hutchinson@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/hutchinson-shelly-4952.jpg
76 30120 Matthew Gambill matthew.gambill@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/gambill-matthew-4934.jpg
77 30294 Angela Moore angela.moore@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/moore-angela-5008.jpg
78 30038 Rhonda Taylor rhonda.taylor@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/taylor-rhonda-4998.jpg
79 30189 Charlice Byrd charlice.byrd@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/byrd-charlice-75.jpg
80 30005 Todd Jones todd.jones@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/jones-todd-4885.jpg
81 31909 Richard Smith richard.smith@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/smith-richard-213.jpg
82 30180 J Collins j.collins@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/collins-j-4892.jpg
83 30046 Gabe Okoye gabe.okoye@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/okoye-gabe-5041.jpg
84 30014 Tim Fleming tim.fleming@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/fleming-tim-5046.jpg
85 30060 Mary Frances Williams maryfrances.williams@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/williams-mary-frances-4938.jpg
86 30269 Josh Bonner josh.bonner@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/bonner-josh-4893.jpg
87 30084 Scott Holcomb scott.holcomb@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/holcomb-scott-769.jpg
88 30338 Long Tran long.tran@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/tran-long-5034.jpg
89 31405 Carl Gilliard carl.gilliard@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/gilliard-carl-4881.jpg
90 30087 Billy Mitchell billy.mitchell@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/mitchell-billy-172.jpg
91 30215 Karen Mathiak karen.mathiak@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/mathiak-karen-4894.jpg
92 30350 Esther Panitch esther.panitch@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/panitch-esther-5026.jpg
93 30328 Shea Roberts shea.roberts@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/roberts-shea-4994.jpg
94 30542 Derrick McCollum derrick.mccollum@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/mccollum-derrick-5022.jpg
95 30092 Ruwa Romman ruwa.romman@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/romman-ruwa-5039.jpg
96 30117 David Huddleston david.huddleston@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/huddleston-david-5033.jpg
97 30223 David Knight david.knight@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/knight-david-148.jpg
98 30265 Josh Bonner josh.bonner@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/bonner-josh-4893.jpg
99 31602 John LaHood john.lahood@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/lahood-john-4923.jpg
100 30344 Tanya Miller tanya.miller@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/miller-tanya-f-5029.jpg
101 30315 Tanya Miller tanya.miller@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/miller-tanya-f-5029.jpg
102 30008 Michael Smith michael.smith@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/smith-michael-832.jpg
103 31904 Vance Smith vance.smith@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/smith-vance-215.jpg
104 30316 Saira Draper saira.draper@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/draper-saira-5038.jpg
105 31406 Edna Jackson edna.jackson@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/jackson-edna-5011.jpg
106 30161 Katie Dempsey katie.dempsey@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/dempsey-katie-92.jpg
107 30094 Rhonda Taylor rhonda.taylor@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/taylor-rhonda-4998.jpg
108 31210 Dale Washburn dale.washburn@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/washburn-dale-4958.jpg
109 30068 Sharon Cooper sharon.cooper@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/cooper-sharon-86.jpg
110 31404 Edna Jackson edna.jackson@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/jackson-edna-5011.jpg
111 30705 Jason Ridley jason.ridley@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/ridley-jason-4883.jpg
112 30311 Inga Willis inga.willis@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/willis-inga-5027.jpg
113 30339 Doug Stoner doug.stoner@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/stoner-doug-45.jpg
114 30274 Yasmin Neal yasmin.neal@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/neal-yasmin-765.jpg
115 30012 Dar'shun Kendrick darshun.kendrick@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/kendrick-dar-shun-770.jpg
116 30341 Karen Lupton karen.lupton@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/lupton-karen-5035.jpg
117 30342 Betsy Holland betsy.holland@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/holland-betsy-4943.jpg
118 30028 Rick Jasperse rick.jasperse@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/jasperse-rick-755.jpg
119 31324 Jesse Petrea jesse.petrea@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/petrea-jesse-862.jpg
120 31601 John LaHood john.lahood@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/lahood-john-4923.jpg
121 30030 Omari Crawford omari.crawford@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/crawford-omari-5036.jpg
122 30214 Debra Bazemore debra.bazemore@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/bazemore-debra-4890.jpg
123 31705 Bill Yearta bill.yearta@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/yearta-bill-4969.jpg
124 30033 Mary Oliver mary.oliver@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/oliver-mary-margaret-181.jpg
125 30501 Matt Dubnik matt.dubnik@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/dubnik-matt-4886.jpg
126 30240 Vance Smith vance.smith@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/smith-vance-215.jpg
127 30088 Viola Davis viola.davis@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/davis-viola-4947.jpg
128 30248 Lauren Daniel lauren.daniel@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/daniel-lauren-5047.jpg
129 31204 Miriam Paris miriam.paris@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/paris-miriam-794.jpg
130 30340 Long Tran long.tran@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/tran-long-5034.jpg
131 30324 Stacey Evans stacey.evans@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/evans-stacey-762.jpg
132 30507 Emory Dunahoo emory.dunahoo@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/dunahoo-emory-797.jpg
133 31525 Buddy DeLoach buddy.deloach@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/deloach-buddy-303.jpg
134 30534 Will Wade will.wade@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/wade-will-4988.jpg
135 30549 Emory Dunahoo emory.dunahoo@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/dunahoo-emory-797.jpg
136 30741 Mike Cameron mike.cameron@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/cameron-mike-4986.jpg
137 30297 Rhonda Burnough rhonda.burnough@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/burnough-rhonda-4895.jpg
138 30224 David Knight david.knight@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/knight-david-148.jpg
139 30260 Sandra Scott sandra.scott@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/scott-sandra-766.jpg
140 31794 Penny Houston penny.houston@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/houston-penny-130.jpg
141 31763 Bill Yearta bill.yearta@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/yearta-bill-4969.jpg
142 31021 Matt Hatchett matt.hatchett@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/hatchett-matt-781.jpg
143 30309 Stacey Evans stacey.evans@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/evans-stacey-762.jpg
144 30296 Rhonda Burnough rhonda.burnough@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/burnough-rhonda-4895.jpg
145 31206 Miriam Paris miriam.paris@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/paris-miriam-794.jpg
146 30904 Karlton Howard karlton.howard@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/howard-karlton-5056.jpg
147 30533 Will Wade will.wade@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/wade-will-4988.jpg
148 30310 Phil Olaleye phil.olaleye@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/olaleye-phil-5028.jpg
149 30655 Bruce Williamson bruce.williamson@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/williamson-bruce-778.jpg
150 30329 Mary Oliver mary.oliver@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/oliver-mary-margaret-181.jpg
151 30720 Kasey Carpenter kasey.carpenter@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/carpenter-kasey-4911.jpg
152 30504 Matt Dubnik matt.dubnik@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/dubnik-matt-4886.jpg
153 31093 Robert Dickey robert.dickey@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/dickey-robert-791.jpg
154 31322 Ron Stephens ron.stephens@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/stephens-ron-219.jpg
155 30305 Inga Willis inga.willis@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/willis-inga-5027.jpg
156 30082 Doug Stoner doug.stoner@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/stoner-doug-45.jpg
157 30021 Imani Barnes imani.barnes@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/barnes-imani-5037.jpg
158 30122 Roger Bruce roger.bruce@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/bruce-roger-69.jpg
159 30233 Clint Crowe clint.crowe@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/crowe-clint-5002.jpg
160 30071 Pedro Marin pedro.marin@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/marin-pedro--pete--163.jpg
161 30013 Doreen Carter doreen.carter@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/carter-doreen-3877.jpg
162 30121 Matthew Gambill matthew.gambill@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/gambill-matthew-4934.jpg
163 30345 Scott Holcomb scott.holcomb@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/holcomb-scott-769.jpg
164 30017 Segun Adeyina segun.adeyina@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/adeyina-segun-5044.jpg
165 30306 Stacey Evans stacey.evans@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/evans-stacey-762.jpg
166 30168 Terry Cummings terry.cummings@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/cummings-terry-5024.jpg
167 30143 Rick Jasperse rick.jasperse@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/jasperse-rick-755.jpg
168 31410 Jesse Petrea jesse.petrea@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/petrea-jesse-862.jpg
169 30528 Stan Gunter stan.gunter@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/gunter-stan-4987.jpg
170 30314 Mesha Mainor mesha.mainor@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/mainor-mesha-4995.jpg
171 30116 David Huddleston david.huddleston@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/huddleston-david-5033.jpg
172 30241 David Jenkins david.jenkins@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/jenkins-david-5005.jpg
173 31707 David Sampson david.sampson@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/sampson-david-5052.jpg
174 30286 Beth Camp beth.camp@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/camp-beth-5004.jpg
175 31605 John LaHood john.lahood@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/lahood-john-4923.jpg
176 30312 Tanya Miller tanya.miller@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/miller-tanya-f-5029.jpg
177 30291 Tish Naghise tish.naghise@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/naghise-tish-5032.jpg
178 30141 Joseph Gullett joseph.gullett@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/gullett-joseph-4936.jpg
179 30106 David Wilkerson david.wilkerson@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/wilkerson-david-760.jpg
180 30125 Trey Kelley trey.kelley@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/kelley-trey-825.jpg
181 30601 Spencer Frye spencer.frye@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/frye-spencer-819.jpg
182 31312 Jon Burns jon.burns@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/burns-jon-73.jpg
183 30548 Emory Dunahoo emory.dunahoo@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/dunahoo-emory-797.jpg
184 30327 Sheila Jones sheila.jones@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/jones-sheila-143.jpg
185 31069 Noel Williams noel.williams@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/williams--jr-noel-4960.jpg
186 31792 Darlene Taylor darlene.taylor@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/taylor-darlene-786.jpg
187 30308 Park Cannon park.cannon@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/cannon-park-4880.jpg
188 30035 Imani Barnes imani.barnes@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/barnes-imani-5037.jpg
189 30512 Stan Gunter stan.gunter@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/gunter-stan-4987.jpg
190 31548 Steven Sainz steven.sainz@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/sainz-steven-4962.jpg
191 31503 James Burchett james.burchett@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/burchett-james-4967.jpg
192 31326 Bill Hitchens bill.hitchens@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/hitchens-bill-823.jpg
193 30277 Josh Bonner josh.bonner@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/bonner-josh-4893.jpg
194 30577 Chris Erwin chris.erwin@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/erwin-chris-4965.jpg
195 31768 Sam Watson sam.watson@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/watson-sam-837.jpg
196 31520 Rick Townsend rick.townsend@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/townsend-rick-5055.jpg
197 31558 Steven Sainz steven.sainz@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/sainz-steven-4962.jpg
198 31008 Robert Dickey robert.dickey@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/dickey-robert-791.jpg
199 31005 Shaw Blackmon shaw.blackmon@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/blackmon-shaw-1878.jpg
200 31407 Bill Hitchens bill.hitchens@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/hitchens-bill-823.jpg
201 31906 Tremaine Reese tremaine.reese@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/reese-tremaine-teddy-5050.jpg
202 30307 Saira Draper saira.draper@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/draper-saira-5038.jpg
203 31024 Trey Rhodes trey.rhodes@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/rhodes-trey-876.jpg
204 30677 Marcus Wiedower marcus.wiedower@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/wiedower-marcus-4956.jpg
205 31721 Gerald Greene gerald.greene@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/greene-gerald-115.jpg
206 30009 Charles Martin chuck.martin@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/martin-chuck-164.jpg
207 31401 Edna Jackson edna.jackson@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/jackson-edna-5011.jpg
208 30540 David Ralston david.ralston@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/ralston-david-189.jpg
209 31903 Tremaine Reese tremaine.reese@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/reese-tremaine-teddy-5050.jpg
210 31015 Noel Williams noel.williams@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/williams--jr-noel-4960.jpg
211 30728 Steve Tarvin steve.tarvin@house.ga.gov https://www.legis.ga.gov/api/images/default-source/portraits/tarvin-steve-849.jpg
